BJD_Code,Any_Year,Exam_Day,Exam_Type,PNU_Nm,ACID,VLDPHA,VLDSIA,OM,POSIFERT_MG,POSIFERT_K,POSIFERT_CA,SELC
2671025021,2024,20240702,2,부산광역시 기장군 기장읍 동부리 5-1,7.200,983.000,,38.000,2.800,0.710,13.300,0.580
